,output,output_bit,output_blur,score_bit,score_blur,anomaly
0,0.019891886040568352,0.025475511327385902,0.023432953283190727,0.011167250573635101,0.007082134485244751,0.0
1,0.06021501123905182,0.05713341012597084,0.10748393833637238,0.006163202226161957,0.09453785419464111,0.0
2,0.0727609321475029,0.10796939581632614,0.6530381441116333,0.07041692733764648,1.1605544239282608,0.0
3,1.0,1.0,0.9996399879455566,0.0,0.0007200241088867188,1.0
4,1.0,1.0,0.9999895095825195,0.0,2.09808349609375e-05,1.0
5,0.07190833985805511,0.031075868755578995,0.9868394732475281,0.08166494220495224,1.829862266778946,0.0
6,0.0318010114133358,0.025710579007864,0.9674948453903198,0.012180864810943604,1.871387667953968,0.0
7,1.0,1.0,0.9997153878211975,0.0,0.0005692243576049805,1.0
8,0.10578478127717972,0.20412284135818481,0.02855764888226986,0.1966761201620102,0.15445426478981972,0.0
9,1.0,1.0,0.9999890327453613,0.0,2.193450927734375e-05,1.0
10,0.022416457533836365,0.022281017154455185,0.02071979269385338,0.0002708807587623596,0.003393329679965973,0.0
11,0.052650801837444305,0.08786840736865997,0.07753494381904602,0.07043521106243134,0.04976828396320343,0.0
12,0.031006650999188423,0.05451969429850578,0.0281913373619318,0.04702608659863472,0.005630627274513245,0.0
13,0.03059791587293148,0.035986483097076416,0.056096091866493225,0.010777134448289871,0.05099635198712349,0.0
14,0.03883088007569313,0.03368288278579712,0.03696085885167122,0.010295994579792023,0.0037400424480438232,0.0
15,0.020143743604421616,0.02873440831899643,0.022563070058822632,0.017181329429149628,0.0048386529088020325,0.0
16,1.0,1.0,0.9999874830245972,0.0,2.5033950805664062e-05,1.0
17,1.0,1.0,0.99997878074646,0.0,4.2438507080078125e-05,1.0
18,0.05948203057050705,0.048114072531461716,0.04752906784415245,0.022735916078090668,0.023905925452709198,0.0
19,1.0,1.0,1.0,0.0,0.0,1.0
20,0.07294614613056183,0.08142253011465073,0.09459676593542099,0.016952767968177795,0.04330123960971832,0.0
21,0.03142385929822922,0.032927241176366806,0.02477048896253109,0.003006763756275177,0.013306740671396255,0.0
22,0.03630756959319115,0.03212841600179672,0.03657371550798416,0.008358307182788849,0.000532291829586029,0.0
23,1.0,1.0,0.9999960660934448,0.0,7.867813110351562e-06,1.0
24,1.0,1.0,0.9996976852416992,0.0,0.0006046295166015625,1.0
25,0.023433221504092216,0.023079978302121162,0.032888658344745636,0.0007064864039421082,0.01891087368130684,0.0
26,1.0,1.0,0.9679293632507324,0.0,0.06414127349853516,1.0
27,0.11998244374990463,0.15337447822093964,0.20412395894527435,0.06678406894207001,0.16828303039073944,0.0
28,0.02773253433406353,0.020456679165363312,0.02961472049355507,0.014551710337400436,0.003764372318983078,0.0
29,0.022963713854551315,0.05991877242922783,0.027731994166970253,0.07391011714935303,0.009536560624837875,0.0
30,0.034928906708955765,0.031736329197883606,0.023260371759533882,0.006385155022144318,0.023337069898843765,0.0
31,0.02204916626214981,0.15200357139110565,0.02484452910721302,0.2599088102579117,0.005590725690126419,0.0
32,0.020588766783475876,0.03302988037467003,0.027845870703458786,0.024882227182388306,0.01451420783996582,0.0
33,1.0,1.0,0.9999651908874512,0.0,6.961822509765625e-05,1.0
34,0.04161931946873665,0.03793242201209068,0.2686135470867157,0.007373794913291931,0.4539884552359581,0.0
35,0.05289342626929283,0.03699217736721039,0.047280795872211456,0.031802497804164886,0.01122526079416275,0.0
36,0.0943126529455185,0.12013398110866547,0.16280138492584229,0.051642656326293945,0.13697746396064758,0.0
37,1.0,1.0,0.9960430860519409,0.0,0.007913827896118164,1.0
38,1.0,1.0,0.9999997615814209,0.0,4.76837158203125e-07,1.0
39,1.0,1.0,0.99991774559021,0.0,0.00016450881958007812,1.0
40,0.02147863805294037,0.027884431183338165,0.03737381473183632,0.012811586260795593,0.0317903533577919,0.0
41,0.08825591951608658,0.08030807971954346,0.11735068261623383,0.015895679593086243,0.058189526200294495,0.0
42,0.022491218522191048,0.04123120382428169,0.02154158428311348,0.03747997060418129,0.001899268478155136,0.0
43,0.027778033167123795,0.02759200520813465,0.023561866953969002,0.00037205591797828674,0.008432332426309586,0.0
44,1.0,1.0,0.9999940395355225,0.0,1.1920928955078125e-05,1.0
45,0.038553837686777115,0.07506901025772095,0.058245569467544556,0.07303034514188766,0.03938346356153488,0.0
46,1.0,1.0,0.9994854927062988,0.0,0.0010290145874023438,1.0
47,0.021427476778626442,0.07314404845237732,0.11447702348232269,0.10343314334750175,0.1860990934073925,0.0
48,1.0,1.0,0.9999995231628418,0.0,9.5367431640625e-07,1.0
49,0.03499631956219673,0.3854389190673828,0.027016814798116684,0.7008851990103722,0.015959009528160095,0.0
50,0.02285207435488701,0.030129048973321915,0.04027506709098816,0.014553949236869812,0.0348459854722023,0.0
51,0.03378048539161682,0.04088800027966499,0.04672571271657944,0.014215029776096344,0.025890454649925232,0.0
52,0.029429730027914047,0.028171589598059654,0.034187015146017075,0.002516280859708786,0.009514570236206055,0.0
53,0.03762796148657799,0.08432667702436447,0.16689100861549377,0.09339743107557297,0.2585260942578316,0.0
54,1.0,1.0,0.9999756813049316,0.0,4.863739013671875e-05,1.0
55,0.04812876507639885,0.6762779355049133,0.9122210741043091,1.256298340857029,1.7281846180558205,0.0
56,0.03572970628738403,0.025347664952278137,0.03347085416316986,0.020764082670211792,0.004517704248428345,0.0
57,0.04196813330054283,0.06117008998990059,0.0510893352329731,0.038403913378715515,0.018242403864860535,0.0
58,1.0,1.0,0.9998427629470825,0.0,0.00031447410583496094,1.0
59,0.020090807229280472,0.39555060863494873,0.6055592894554138,0.7509196028113365,1.1709369644522667,0.0
60,1.0,1.0,0.9999983310699463,0.0,3.337860107421875e-06,1.0
61,0.023793155327439308,0.02165767177939415,0.43300190567970276,0.004270967096090317,0.8184175007045269,0.0
62,1.0,1.0,0.999988317489624,0.0,2.3365020751953125e-05,1.0
63,1.0,1.0,0.9999039173126221,0.0,0.00019216537475585938,1.0
64,0.07015030831098557,0.05664227157831192,0.04412386193871498,0.02701607346534729,0.05205289274454117,0.0
65,0.04038050398230553,0.04964296519756317,0.6450479030609131,0.01852492243051529,1.2093347981572151,0.0
66,0.030827349051833153,0.02689829096198082,0.040813617408275604,0.007858116179704666,0.019972536712884903,0.0
67,0.03922778367996216,0.04239168018102646,0.8053146004676819,0.006327793002128601,1.5321736335754395,0.0
68,0.03873139247298241,0.15201130509376526,0.38514280319213867,0.2265598252415657,0.6928228214383125,0.0
69,0.020729392766952515,0.02398444339632988,0.02652738243341446,0.00651010125875473,0.01159597933292389,0.0
70,0.03610456362366676,0.046487897634506226,0.021734673529863358,0.020766668021678925,0.02873978018760681,0.0
71,0.08304787427186966,0.06627530604600906,0.024130264297127724,0.03354513645172119,0.11783521994948387,0.0
