,output,output_bit,output_blur,output_adv,output_adv_bit,output_adv_blur,score_bit,score_blur,max_score,score_adv_bit,score_adv_blur,max_score_adv
0,0.14174655079841614,0.09735261648893356,0.060848210006952286,0.16044077277183533,0.41787877678871155,0.02785901166498661,0.08878786861896515,0.1617966815829277,0.1617966815829277,0.5148760080337524,0.26516352221369743,0.5148760080337524
1,0.0328228585422039,0.039641134440898895,0.031493641436100006,0.41377851366996765,0.3721955120563507,0.02146841771900654,0.013636551797389984,0.002658434212207794,0.013636551797389984,0.08316600322723389,0.7846201919019222,0.7846201919019222
2,0.033446166664361954,0.024354713037610054,0.07536450773477554,0.709082305431366,0.7612448334693909,0.5004218220710754,0.0181829072535038,0.08383668214082718,0.08383668214082718,0.1043250560760498,0.41732096672058105,0.41732096672058105
3,0.033992622047662735,0.04657736420631409,0.04391733929514885,0.0631597638130188,0.08829949796199799,0.04514383152127266,0.025169484317302704,0.01984943449497223,0.025169484317302704,0.050279468297958374,0.03603186458349228,0.050279468297958374
4,0.04805685579776764,0.03973294794559479,0.051397860050201416,0.27979958057403564,0.21491846442222595,0.024158790707588196,0.016647815704345703,0.006682008504867554,0.016647815704345703,0.12976223230361938,0.5112815797328949,0.5112815797328949
5,0.0426623597741127,0.03999337926506996,0.2631136178970337,0.5322973132133484,0.5207629799842834,0.7095868587493896,0.00533796101808548,0.440902516245842,0.440902516245842,0.023068666458129883,0.3545790910720825,0.3545790910720825
6,0.03661791607737541,0.043346844613552094,0.1527155041694641,0.8798890709877014,0.8937157988548279,0.17781375348567963,0.013457857072353363,0.2321951761841774,0.2321951761841774,0.02765345573425293,1.4041506350040436,1.4041506350040436
7,0.04611820727586746,0.04001463204622269,0.06233656778931618,0.9963095784187317,0.9954882264137268,0.6252442598342896,0.01220715045928955,0.03243672102689743,0.03243672102689743,0.0016427040100097656,0.7421306371688843,0.7421306371688843
8,0.033329520374536514,0.027091408148407936,0.890756368637085,0.9894228577613831,0.9819621443748474,0.9938312768936157,0.012476224452257156,1.714853696525097,1.714853696525097,0.014921426773071289,0.008816838264465332,0.014921426773071289
9,0.027821645140647888,0.0214441679418087,0.02396313287317753,0.18501992523670197,0.6075150370597839,0.04546121507883072,0.012754954397678375,0.00771702453494072,0.012754954397678375,0.8449902236461639,0.2791174203157425,0.8449902236461639
10,0.025778595358133316,0.02730179764330387,0.03240957483649254,0.030001813545823097,0.03315427154302597,0.03783698379993439,0.0030464045703411102,0.013261958956718445,0.013261958956718445,0.0063049159944057465,0.01567034050822258,0.01567034050822258
11,0.03534276783466339,0.024599945172667503,0.2308579534292221,1.0,1.0,0.9997164607048035,0.021485645323991776,0.39103037118911743,0.39103037118911743,0.0,0.0005670785903930664,0.0005670785903930664
12,0.0978570282459259,0.15536154806613922,0.09272840619087219,0.9987014532089233,0.9977005124092102,0.999727189540863,0.11500903964042664,0.010257244110107422,0.11500903964042664,0.0020018815994262695,0.0020514726638793945,0.0020514726638793945
13,0.0800037533044815,0.11576447635889053,0.11679435521364212,0.9986410737037659,0.9988644123077393,0.6917601823806763,0.07152144610881805,0.07358120381832123,0.07358120381832123,0.00044667720794677734,0.6137617826461792,0.6137617826461792
14,0.02073797956109047,0.022244688123464584,0.021895283833146095,0.9998880624771118,0.999815046787262,0.9968288540840149,0.00301341712474823,0.002314608544111252,0.00301341712474823,0.00014603137969970703,0.006118416786193848,0.006118416786193848
15,0.07258570194244385,0.05697847530245781,0.9748230576515198,0.9999984502792358,0.999940037727356,0.8539586067199707,0.031214453279972076,1.8044747114181519,1.8044747114181519,0.00011682510375976562,0.2920796871185303,0.2920796871185303
16,0.03282651677727699,0.033085186034440994,0.0458407923579216,0.08690165728330612,0.1561887115240097,0.0472433939576149,0.0005173385143280029,0.026028551161289215,0.026028551161289215,0.13857410848140717,0.07931652665138245,0.13857410848140717
17,0.024215737357735634,0.024658001959323883,0.028458457440137863,0.7587064504623413,0.8982571363449097,0.295291930437088,0.0008845292031764984,0.008485440164804459,0.008485440164804459,0.2791013717651367,0.9268290400505066,0.9268290400505066
18,0.029465066269040108,0.024738630279898643,0.025498131290078163,0.9978494644165039,0.9992758631706238,0.9848271608352661,0.009452871978282928,0.00793386995792389,0.009452871978282928,0.002852797508239746,0.026044607162475586,0.026044607162475586
19,0.0294948760420084,0.02528010867536068,0.0235915444791317,0.150406613945961,0.5191233158111572,0.08398737013339996,0.00842953473329544,0.011806663125753403,0.011806663125753403,0.7374334037303925,0.13283848762512207,0.7374334037303925
20,0.022715846076607704,0.02167550101876259,0.020730167627334595,0.021733440458774567,0.026154033839702606,0.021563855931162834,0.0020806901156902313,0.003971356898546219,0.003971356898546219,0.008841186761856079,0.00033916905522346497,0.008841186761856079
21,0.05915192514657974,0.04278701916337013,0.049305494874715805,0.4413699209690094,0.6449447274208069,0.09213681519031525,0.03272981196641922,0.019692860543727875,0.03272981196641922,0.40714961290359497,0.6984662115573883,0.6984662115573883
22,0.12586764991283417,0.23396173119544983,0.055926915258169174,0.03378118574619293,0.030266353860497475,0.03713533654808998,0.21618816256523132,0.13988146930933,0.21618816256523132,0.007029663771390915,0.006708301603794098,0.007029663771390915
23,0.022119970992207527,0.019904745742678642,0.030626602470874786,0.9992272853851318,0.9995501637458801,0.960767924785614,0.00443045049905777,0.01701326295733452,0.01701326295733452,0.000645756721496582,0.07691872119903564,0.07691872119903564
24,0.059194374829530716,0.049800533801317215,0.20939961075782776,0.9863428473472595,0.991741418838501,0.9227012991905212,0.018787682056427002,0.3004104718565941,0.3004104718565941,0.01079714298248291,0.12728309631347656,0.12728309631347656
25,0.029820755124092102,0.13833315670490265,0.0685809925198555,0.9999080896377563,0.9999234676361084,0.9661760330200195,0.2170248031616211,0.0775204747915268,0.2170248031616211,3.075599670410156e-05,0.06746411323547363,0.06746411323547363
26,0.054699309170246124,0.03881317749619484,0.18395796418190002,0.1242280900478363,0.12398771196603775,0.11436835676431656,0.03177226334810257,0.2585173100233078,0.2585173100233078,0.00048075616359710693,0.01971946656703949,0.01971946656703949
27,0.026838108897209167,0.026279259473085403,0.021374618634581566,0.2468501776456833,0.41225185990333557,0.04970593377947807,0.001117698848247528,0.010926980525255203,0.010926980525255203,0.33080336451530457,0.39428848773241043,0.39428848773241043
28,0.032753851264715195,0.0496254526078701,0.021806711331009865,0.9998812675476074,0.9999943971633911,0.9972327351570129,0.033743202686309814,0.02189427986741066,0.033743202686309814,0.0002262592315673828,0.005297064781188965,0.005297064781188965
29,0.023143384605646133,0.06936588138341904,0.029283536598086357,0.9313698410987854,0.9590936303138733,0.22260789573192596,0.0924449935555458,0.012280303984880447,0.0924449935555458,0.05544757843017578,1.4175238907337189,1.4175238907337189
30,0.040820054709911346,0.03716505691409111,0.5164871215820312,0.9999995231628418,0.9999998807907104,0.9993556141853333,0.007309995591640472,0.9513341337442398,0.9513341337442398,7.152557373046875e-07,0.0012878179550170898,0.0012878179550170898
31,0.039938073605298996,0.02755187265574932,0.06187019124627113,0.6094227433204651,0.5317786931991577,0.2945360839366913,0.02477240189909935,0.043864235281944275,0.043864235281944275,0.15528810024261475,0.6297733187675476,0.6297733187675476
32,0.026370083913207054,0.08270957320928574,0.27046939730644226,0.32405611872673035,0.4457065463066101,0.25257545709609985,0.11267897859215736,0.4881986267864704,0.4881986267864704,0.24330085515975952,0.142961323261261,0.24330085515975952
33,0.35902366042137146,0.11489088088274002,0.8787088394165039,0.9956186413764954,0.9941492080688477,0.9817821979522705,0.4882655590772629,1.039370357990265,1.039370357990265,0.00293886661529541,0.027672886848449707,0.027672886848449707
34,0.02600243128836155,0.020227715373039246,0.02980060875415802,0.9738039374351501,0.9902747869491577,0.6368134021759033,0.011549431830644608,0.007596354931592941,0.011549431830644608,0.03294169902801514,0.6739810705184937,0.6739810705184937
