,output,output_bit,output_blur,output_adv,output_adv_bit,output_adv_blur,score_bit,score_blur,max_score,score_adv_bit,score_adv_blur,max_score_adv
0,0.14174655079841614,0.09735261648893356,0.060848210006952286,0.5018354654312134,0.9882688522338867,0.053164221346378326,0.08878786861896515,0.1617966815829277,0.1617966815829277,0.9728667736053467,0.8973424881696701,0.9728667736053467
1,0.0328228585422039,0.039641134440898895,0.031493641436100006,0.9094347357749939,0.9822710156440735,0.07458171993494034,0.013636551797389984,0.002658434212207794,0.013636551797389984,0.14567255973815918,1.6697060316801071,1.6697060316801071
2,0.033446166664361954,0.024354713037610054,0.07536450773477554,0.8157820105552673,0.9858760237693787,0.10158844292163849,0.0181829072535038,0.08383668214082718,0.08383668214082718,0.34018802642822266,1.4283871352672577,1.4283871352672577
3,0.033992622047662735,0.04657736420631409,0.04391733929514885,0.9099717140197754,0.9988813996315002,0.060365330427885056,0.025169484317302704,0.01984943449497223,0.025169484317302704,0.1778193712234497,1.6992127671837807,1.6992127671837807
4,0.04805685579776764,0.03973294794559479,0.051397860050201416,0.8023152351379395,0.8592796325683594,0.02922387421131134,0.016647815704345703,0.006682008504867554,0.016647815704345703,0.11392879486083984,1.5461827218532562,1.5461827218532562
5,0.0426623597741127,0.03999337926506996,0.2631136178970337,0.9125656485557556,0.9972591400146484,0.6803679466247559,0.00533796101808548,0.440902516245842,0.440902516245842,0.16938698291778564,0.4643954038619995,0.4643954038619995
6,0.03661791607737541,0.043346844613552094,0.1527155041694641,0.9664557576179504,0.988664984703064,0.024786902591586113,0.013457857072353363,0.2321951761841774,0.2321951761841774,0.04441845417022705,1.8833377100527287,1.8833377100527287
7,0.04611820727586746,0.04001463204622269,0.06233656778931618,0.9562326073646545,0.9994578957557678,0.09185729175806046,0.01220715045928955,0.03243672102689743,0.03243672102689743,0.08645057678222656,1.7287506312131882,1.7287506312131882
8,0.033329520374536514,0.027091408148407936,0.890756368637085,0.9350590109825134,0.9969339370727539,0.9987710118293762,0.012476224452257156,1.714853696525097,1.714853696525097,0.12374985218048096,0.12742400169372559,0.12742400169372559
9,0.027821645140647888,0.0214441679418087,0.02396313287317753,0.8872397541999817,0.9960231781005859,0.02012384496629238,0.012754954397678375,0.00771702453494072,0.012754954397678375,0.2175668478012085,1.7342318184673786,1.7342318184673786
