,output,output_bit,output_blur,output_adv,output_adv_bit,output_adv_blur,score_bit,score_blur,max_score,score_adv_bit,score_adv_blur,max_score_adv
0,0.14174655079841614,0.09735261648893356,0.060848210006952286,0.7969298362731934,0.976095974445343,0.31137195229530334,0.08878786861896515,0.1617966815829277,0.1617966815829277,0.3583322763442993,0.97111576795578,0.97111576795578
1,0.0328228585422039,0.039641134440898895,0.031493641436100006,0.9639402627944946,0.9988082647323608,0.8044994473457336,0.013636551797389984,0.002658434212207794,0.013636551797389984,0.06973600387573242,0.318881630897522,0.318881630897522
2,0.033446166664361954,0.024354713037610054,0.07536450773477554,0.8756429553031921,0.7243403792381287,0.24708901345729828,0.0181829072535038,0.08383668214082718,0.08383668214082718,0.30260515213012695,1.2571078836917877,1.2571078836917877
3,0.033992622047662735,0.04657736420631409,0.04391733929514885,0.9216299653053284,0.5786862373352051,0.8189137578010559,0.025169484317302704,0.01984943449497223,0.025169484317302704,0.6858874559402466,0.20543241500854492,0.6858874559402466
4,0.04805685579776764,0.03973294794559479,0.051397860050201416,0.8207405209541321,0.8480967283248901,0.4640083312988281,0.016647815704345703,0.006682008504867554,0.016647815704345703,0.05471241474151611,0.7134643793106079,0.7134643793106079
5,0.0426623597741127,0.03999337926506996,0.2631136178970337,0.9735233187675476,0.9860175251960754,0.9039300084114075,0.00533796101808548,0.440902516245842,0.440902516245842,0.024988412857055664,0.13918662071228027,0.13918662071228027
6,0.03661791607737541,0.043346844613552094,0.1527155041694641,0.6133315563201904,0.9178193211555481,0.06664766371250153,0.013457857072353363,0.2321951761841774,0.2321951761841774,0.6089755296707153,1.0933677852153778,1.0933677852153778
7,0.04611820727586746,0.04001463204622269,0.06233656778931618,0.9436732530593872,0.9137477278709412,0.7941206097602844,0.01220715045928955,0.03243672102689743,0.03243672102689743,0.05985105037689209,0.29910528659820557,0.29910528659820557
8,0.033329520374536514,0.027091408148407936,0.890756368637085,0.9937610030174255,0.9996286630630493,0.9998763799667358,0.012476224452257156,1.714853696525097,1.714853696525097,0.011735320091247559,0.012230753898620605,0.012230753898620605
9,0.027821645140647888,0.0214441679418087,0.02396313287317753,0.823117196559906,0.7989397644996643,0.6361455917358398,0.012754954397678375,0.00771702453494072,0.012754954397678375,0.0483548641204834,0.3739432096481323,0.3739432096481323
10,0.025778595358133316,0.02730179764330387,0.03240957483649254,0.9070714712142944,0.29397496581077576,0.5768427848815918,0.0030464045703411102,0.013261958956718445,0.013261958956718445,1.2261930108070374,0.6604573726654053,1.2261930108070374
11,0.03534276783466339,0.024599945172667503,0.2308579534292221,0.9656249284744263,0.9646983742713928,0.403719961643219,0.021485645323991776,0.39103037118911743,0.39103037118911743,0.0018531084060668945,1.1238099336624146,1.1238099336624146
12,0.0978570282459259,0.15536154806613922,0.09272840619087219,0.9766273498535156,0.774012565612793,0.9053977727890015,0.11500903964042664,0.010257244110107422,0.11500903964042664,0.4052295684814453,0.14245915412902832,0.4052295684814453
13,0.0800037533044815,0.11576447635889053,0.11679435521364212,0.8879203796386719,0.9786699414253235,0.19703088700771332,0.07152144610881805,0.07358120381832123,0.07358120381832123,0.18149912357330322,1.3817789852619171,1.3817789852619171
14,0.02073797956109047,0.022244688123464584,0.021895283833146095,0.9318903684616089,0.6590750217437744,0.7339560389518738,0.00301341712474823,0.002314608544111252,0.00301341712474823,0.545630693435669,0.3958686590194702,0.545630693435669
15,0.07258570194244385,0.05697847530245781,0.9748230576515198,0.9463087916374207,0.9465020298957825,0.3640168607234955,0.031214453279972076,1.8044747114181519,1.8044747114181519,0.0003864765167236328,1.1645838618278503,1.1645838618278503
16,0.03282651677727699,0.033085186034440994,0.0458407923579216,0.8805962800979614,0.9856533408164978,0.38971009850502014,0.0005173385143280029,0.026028551161289215,0.026028551161289215,0.21011412143707275,0.9817723631858826,0.9817723631858826
17,0.024215737357735634,0.024658001959323883,0.028458457440137863,0.900962233543396,0.2976738214492798,0.6797519326210022,0.0008845292031764984,0.008485440164804459,0.008485440164804459,1.2065768241882324,0.4424206018447876,1.2065768241882324
18,0.029465066269040108,0.024738630279898643,0.025498131290078163,0.6548941731452942,0.40067023038864136,0.33586764335632324,0.009452871978282928,0.00793386995792389,0.009452871978282928,0.5084478855133057,0.6380530595779419,0.6380530595779419
19,0.0294948760420084,0.02528010867536068,0.0235915444791317,0.87003493309021,0.7912721037864685,0.2081514149904251,0.00842953473329544,0.011806663125753403,0.011806663125753403,0.1575256586074829,1.3237670361995697,1.3237670361995697
20,0.022715846076607704,0.02167550101876259,0.020730167627334595,0.8929678797721863,0.8925075531005859,0.7878490686416626,0.0020806901156902313,0.003971356898546219,0.003971356898546219,0.0009206533432006836,0.21023762226104736,0.21023762226104736
21,0.05915192514657974,0.04278701916337013,0.049305494874715805,0.8600468635559082,0.8095558285713196,0.6162735223770142,0.03272981196641922,0.019692860543727875,0.03272981196641922,0.10098206996917725,0.4875466823577881,0.4875466823577881
22,0.12586764991283417,0.23396173119544983,0.055926915258169174,0.6723292469978333,0.397209495306015,0.42397215962409973,0.21618816256523132,0.13988146930933,0.21618816256523132,0.5502395033836365,0.49671417474746704,0.5502395033836365
23,0.022119970992207527,0.019904745742678642,0.030626602470874786,0.9856315851211548,0.9368318915367126,0.9688919186592102,0.00443045049905777,0.01701326295733452,0.01701326295733452,0.09759938716888428,0.03347933292388916,0.09759938716888428
24,0.059194374829530716,0.049800533801317215,0.20939961075782776,0.5335325598716736,0.8567676544189453,0.5584880709648132,0.018787682056427002,0.3004104718565941,0.3004104718565941,0.6464701890945435,0.0499110221862793,0.6464701890945435
25,0.029820755124092102,0.13833315670490265,0.0685809925198555,0.9913329482078552,0.9989521503448486,0.3528610169887543,0.2170248031616211,0.0775204747915268,0.2170248031616211,0.015238404273986816,1.276943862438202,1.276943862438202
26,0.054699309170246124,0.03881317749619484,0.18395796418190002,0.9688615798950195,0.7220614552497864,0.8461390137672424,0.03177226334810257,0.2585173100233078,0.2585173100233078,0.4936002492904663,0.2454451322555542,0.4936002492904663
27,0.026838108897209167,0.026279259473085403,0.021374618634581566,0.8797492384910583,0.936575710773468,0.443753182888031,0.001117698848247528,0.010926980525255203,0.010926980525255203,0.11365294456481934,0.8719921112060547,0.8719921112060547
28,0.032753851264715195,0.0496254526078701,0.021806711331009865,0.9682060480117798,0.8551760315895081,0.7803682088851929,0.033743202686309814,0.02189427986741066,0.033743202686309814,0.22606003284454346,0.37567567825317383,0.37567567825317383
29,0.023143384605646133,0.06936588138341904,0.029283536598086357,0.8866382837295532,0.5113075375556946,0.5037235617637634,0.0924449935555458,0.012280303984880447,0.0924449935555458,0.7506614923477173,0.7658294439315796,0.7658294439315796
30,0.040820054709911346,0.03716505691409111,0.5164871215820312,0.9246025085449219,0.602060079574585,0.33606433868408203,0.007309995591640472,0.9513341337442398,0.9513341337442398,0.6450848579406738,1.1770763397216797,1.1770763397216797
31,0.039938073605298996,0.02755187265574932,0.06187019124627113,0.8785406351089478,0.9732129573822021,0.3207760751247406,0.02477240189909935,0.043864235281944275,0.043864235281944275,0.1893446445465088,1.1155291199684143,1.1155291199684143
32,0.026370083913207054,0.08270957320928574,0.27046939730644226,0.9656313061714172,0.8120671510696411,0.9996045231819153,0.11267897859215736,0.4881986267864704,0.4881986267864704,0.30712831020355225,0.0679464340209961,0.30712831020355225
33,0.35902366042137146,0.11489088088274002,0.8787088394165039,0.40865370631217957,0.8288552165031433,0.05581241101026535,0.4882655590772629,1.039370357990265,1.039370357990265,0.8404030203819275,0.7056825906038284,0.8404030203819275
34,0.02600243128836155,0.020227715373039246,0.02980060875415802,0.8110783100128174,0.06361992657184601,0.4712270200252533,0.011549431830644608,0.007596354931592941,0.011549431830644608,1.4949167668819427,0.6797025799751282,1.4949167668819427
