,output,output_bit,output_blur,output_adv,output_adv_bit,output_adv_blur,score_bit,score_blur,max_score,score_adv_bit,score_adv_blur,max_score_adv
0,0.14174655079841614,0.09735261648893356,0.060848210006952286,0.6254695653915405,0.9372862577438354,0.021771231666207314,0.08878786861896515,0.1617966815829277,0.1617966815829277,0.6236333847045898,1.2073966674506664,1.2073966674506664
1,0.0328228585422039,0.039641134440898895,0.031493641436100006,0.989597737789154,0.9993563294410706,0.034259624779224396,0.013636551797389984,0.002658434212207794,0.013636551797389984,0.019517183303833008,1.9106762260198593,1.9106762260198593
2,0.033446166664361954,0.024354713037610054,0.07536450773477554,0.917402982711792,0.9213567972183228,0.36399170756340027,0.0181829072535038,0.08383668214082718,0.08383668214082718,0.007907629013061523,1.1068225502967834,1.1068225502967834
3,0.033992622047662735,0.04657736420631409,0.04391733929514885,0.9553824067115784,0.9867483377456665,0.5332464575767517,0.025169484317302704,0.01984943449497223,0.025169484317302704,0.06273186206817627,0.8442718982696533,0.8442718982696533
4,0.04805685579776764,0.03973294794559479,0.051397860050201416,0.961530864238739,0.8567034602165222,0.09620212763547897,0.016647815704345703,0.006682008504867554,0.016647815704345703,0.2096548080444336,1.73065747320652,1.73065747320652
5,0.0426623597741127,0.03999337926506996,0.2631136178970337,0.9863539338111877,0.9852313995361328,0.8857992887496948,0.00533796101808548,0.440902516245842,0.440902516245842,0.0022450685501098633,0.20110929012298584,0.20110929012298584
6,0.03661791607737541,0.043346844613552094,0.1527155041694641,0.9539363384246826,0.9772571325302124,0.3136206865310669,0.013457857072353363,0.2321951761841774,0.2321951761841774,0.04664158821105957,1.2806313037872314,1.2806313037872314
7,0.04611820727586746,0.04001463204622269,0.06233656778931618,0.994148850440979,0.9997960925102234,0.2879767119884491,0.01220715045928955,0.03243672102689743,0.03243672102689743,0.01129448413848877,1.4123442769050598,1.4123442769050598
8,0.033329520374536514,0.027091408148407936,0.890756368637085,0.9769573211669922,0.9924103021621704,0.9912848472595215,0.012476224452257156,1.714853696525097,1.714853696525097,0.030905961990356445,0.028655052185058594,0.030905961990356445
9,0.027821645140647888,0.0214441679418087,0.02396313287317753,0.9217760562896729,0.9755448698997498,0.03856205567717552,0.012754954397678375,0.00771702453494072,0.012754954397678375,0.10753762722015381,1.7664280012249947,1.7664280012249947
10,0.025778595358133316,0.02730179764330387,0.03240957483649254,0.9282397031784058,0.9681585431098938,0.35704246163368225,0.0030464045703411102,0.013261958956718445,0.013261958956718445,0.07983767986297607,1.142394483089447,1.142394483089447
11,0.03534276783466339,0.024599945172667503,0.2308579534292221,0.9841827750205994,0.9878087043762207,0.0932406559586525,0.021485645323991776,0.39103037118911743,0.39103037118911743,0.007251858711242676,1.7818842381238937,1.7818842381238937
12,0.0978570282459259,0.15536154806613922,0.09272840619087219,0.9955305457115173,0.9980069994926453,0.31325480341911316,0.11500903964042664,0.010257244110107422,0.11500903964042664,0.004952907562255859,1.3645514845848083,1.3645514845848083
13,0.0800037533044815,0.11576447635889053,0.11679435521364212,0.9974651336669922,0.9989972710609436,0.28531214594841003,0.07152144610881805,0.07358120381832123,0.07358120381832123,0.003064274787902832,1.4243059754371643,1.4243059754371643
14,0.02073797956109047,0.022244688123464584,0.021895283833146095,0.9994239807128906,0.9999192953109741,0.6356563568115234,0.00301341712474823,0.002314608544111252,0.00301341712474823,0.0009906291961669922,0.7275352478027344,0.7275352478027344
15,0.07258570194244385,0.05697847530245781,0.9748230576515198,0.8398318886756897,0.9476210474967957,0.9368359446525574,0.031214453279972076,1.8044747114181519,1.8044747114181519,0.21557831764221191,0.19400811195373535,0.21557831764221191
16,0.03282651677727699,0.033085186034440994,0.0458407923579216,0.9345600008964539,0.9909583330154419,0.025947093963623047,0.0005173385143280029,0.026028551161289215,0.026028551161289215,0.11279666423797607,1.8172258138656616,1.8172258138656616
17,0.024215737357735634,0.024658001959323883,0.028458457440137863,0.9297733902931213,0.9573156833648682,0.056246303021907806,0.0008845292031764984,0.008485440164804459,0.008485440164804459,0.05508458614349365,1.747054174542427,1.747054174542427
18,0.029465066269040108,0.024738630279898643,0.025498131290078163,0.988399863243103,0.999594509601593,0.022602075710892677,0.009452871978282928,0.00793386995792389,0.009452871978282928,0.02238929271697998,1.9315955750644207,1.9315955750644207
19,0.0294948760420084,0.02528010867536068,0.0235915444791317,0.93436598777771,0.9801478385925293,0.2165304720401764,0.00842953473329544,0.011806663125753403,0.011806663125753403,0.09156370162963867,1.4356710314750671,1.4356710314750671
20,0.022715846076607704,0.02167550101876259,0.020730167627334595,0.8994738459587097,0.6698530912399292,0.040741145610809326,0.0020806901156902313,0.003971356898546219,0.003971356898546219,0.45924150943756104,1.7174654006958008,1.7174654006958008
21,0.05915192514657974,0.04278701916337013,0.049305494874715805,0.8968056440353394,0.7421965599060059,0.02130798064172268,0.03272981196641922,0.019692860543727875,0.03272981196641922,0.309218168258667,1.7509953267872334,1.7509953267872334
22,0.12586764991283417,0.23396173119544983,0.055926915258169174,0.6806870102882385,0.9203851819038391,0.13788843154907227,0.21618816256523132,0.13988146930933,0.21618816256523132,0.47939634323120117,1.0855971574783325,1.0855971574783325
23,0.022119970992207527,0.019904745742678642,0.030626602470874786,0.945248544216156,0.9876582026481628,0.21332412958145142,0.00443045049905777,0.01701326295733452,0.01701326295733452,0.08481931686401367,1.4638488292694092,1.4638488292694092
24,0.059194374829530716,0.049800533801317215,0.20939961075782776,0.987470805644989,0.9916951060295105,0.7343989610671997,0.018787682056427002,0.3004104718565941,0.3004104718565941,0.008448600769042969,0.5061436891555786,0.5061436891555786
25,0.029820755124092102,0.13833315670490265,0.0685809925198555,0.9414366483688354,0.9894956946372986,0.24017393589019775,0.2170248031616211,0.0775204747915268,0.2170248031616211,0.09611809253692627,1.4025254249572754,1.4025254249572754
26,0.054699309170246124,0.03881317749619484,0.18395796418190002,0.9906238913536072,0.998551070690155,0.5282602906227112,0.03177226334810257,0.2585173100233078,0.2585173100233078,0.015854358673095703,0.924727201461792,0.924727201461792
27,0.026838108897209167,0.026279259473085403,0.021374618634581566,0.9440882205963135,0.9421898126602173,0.7384291887283325,0.001117698848247528,0.010926980525255203,0.010926980525255203,0.003796815872192383,0.4113180637359619,0.4113180637359619
28,0.032753851264715195,0.0496254526078701,0.021806711331009865,0.9967959523200989,0.9938983917236328,0.3158054053783417,0.033743202686309814,0.02189427986741066,0.033743202686309814,0.005795121192932129,1.3619810938835144,1.3619810938835144
29,0.023143384605646133,0.06936588138341904,0.029283536598086357,0.9181795716285706,0.9747403860092163,0.5092446208000183,0.0924449935555458,0.012280303984880447,0.0924449935555458,0.1131216287612915,0.8178699016571045,0.8178699016571045
30,0.040820054709911346,0.03716505691409111,0.5164871215820312,0.9967193007469177,0.9950230121612549,0.11236810684204102,0.007309995591640472,0.9513341337442398,0.9513341337442398,0.0033925771713256836,1.7687023878097534,1.7687023878097534
31,0.039938073605298996,0.02755187265574932,0.06187019124627113,0.876192569732666,0.9359757900238037,0.5260080099105835,0.02477240189909935,0.043864235281944275,0.043864235281944275,0.11956644058227539,0.700369119644165,0.700369119644165
